"p","q","n"
"a73100607821229186372266264239489375078187836179461882895436978158735217046647","a74229751667518132766531501112763170837490444459570157686777279986557769302567","a5426239965314476255271333176754738213973498082351465208963218945264495560471875400364181536572817032633361222412586575836049532756866495337871666695842849"
"a69184301943588803797649528868734028895214029571396509518729092745254038271233","a99397692843769003756700314333735163347336824460005877539347253240622656152657","a6876759994199410821071868444418582581817886755379532248003600218627825371459584700019934004241372487714937341681988331883647359521372667710978575219616081"
"a106582469967380652277972650384841467996223327251902661325355825989024116561301","a61132451286267277182903146081703139018623575545938573165313853357502736285523","a6515647653250942796721808653283090933055197695879126286557099807625850554749652009626827181406549175796063944024165015821544916358378147265152052468345423"
"a71146671542640928101419718630070968309233843679129842623849010367953971051889","a79122921559883558617078902367963582359181539637634422584666787522466478004321","a5629332511715177932589573909521284594735249795604064306417202787263832535309788508958320364160098779565636933422458415322501842664998806037330185857212369"
"a111002400594580357220114527339420704142376474166877439294775015872383974070471","a110663143959043385433392872557059974953789967631823878928153793765182176659459","a12283874636797449153500624112642232452380441737014534924591337742363696964063585824822552196607517095501864628577775832800503308017652725460040281434735189"
"a71762520007894781761861012389191113215749599676645291792987449652260592433007","a90432661963743136775586789007477186190998270030449272506245822540054671773547","a6489675713540302258068683859728007441918212551739539561195329941147654602630338234092273769688320656183953241856036400686822455029330015583909420472265829"
"a71880535686778597659523256159544142177887911506976013024170941025432939224391","a88466691320376721608983644729754378172674807694146597337624876519933724270999","a6359033162545565355386047888778182205279301899821541804723439073435713212867850590577159510790049328498993767634446359179632932852575200670585358954736609"
"a94519537794786025389164176804006292360553979371058845899917179250018213846759","a69360143821468351493328125873009977404606963317819395551802279780744699524929","a6555888735385072271588257066568913234446131313600650570113567779949638964890500682304457415475040086167744723638942058774900440838114064599298556906355111"
"a66640652212230883038713641156488398014417210128596105618977221545504269868089","a102990534268835576532648178081229157808240699459805308714991106305176642077913","a6863356375361318133435446249481942916564544288278205013323568646078342270481923300038605287327071088582078166712691977676017579957843753714058155370418257"
"a81955189234128246680873759063272329297148536807475017304125749848356493451213","a97258163356286815597880304994404437517954447365959106003860415650764359379739","a7970811182428243572541864888036027702491038640344047457962598662912749075115414660800308942266376764661248989747709676679664479755933219326372184137173407"
"a75095166394698847278515354343220221746480709193071576861654917689166955764699","a107993724197521609406717051946467798890245419662081041319141510703274280779389","a8109806688196100501060268383082923862690717475794265556746345917496800316013768490445260233190279641458391121038158352744202941444762813542683128212988911"
"a58091694941732290569293697624578676240008183702710334777036320163855284434203","a80112752060067961676486777806283748683283663522602517017094224437232996720921","a4653885553616103150251900843755931829597700330085350962124381541004296196156226225191197626369511988326824849272734105539287148506437235917458071778060963"
"a59476046341445639005689931178475644896442501066351158861292540935025264459303","a89565739374739422358609705291946067005926330707020754498258188204027461499431","a5327016065657844236039084746708159237507420751748060370522376925698739888669350680353314319545345955611931810541887646203317304641078213169731773857156593"
"a86432070682905905709947749182319145952710791628521692610263156268854277928389","a113101866485264537801045832288601489158844246022461309544087269841860969425287","a9775628518422971069342803340539314143235940993349562111240640463620768802848161654496474603039013778322297238410852395571964204862222456342105446271772643"
"a66449688303954702453106337698822437048082009141767125073571554384363376876513","a87044657624682054734956720614946465970293528859127595608956761013131387226539","a5784090367684576644779544602645386181727904466134312376238951084559671572256902420845623857421361732061884275997785401683751005833102063464638447759378507"
"a82948823102808493910116554575103428581491502332262166950036718654288499652021","a69104331535026125704873136531344292980816154850638616949424218836091073547563","a5732122972136712649250680861813527455612184201233501290935331728706237289616802627701259732531107548959462771777293209701302582175453546694538243492574823"
"a98156693518040178874841866477899375817277821175367289330698618033934733369357","a75241187178586870790427443426404305014569894185961800413240654665153225460341","a7385426149822045714757254863244398623688985699047483656474095166038135213423887634271597443444473086486264989193210166795106599566690103980473820308170737"
